Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	A(adr)	B(x)	B(y)	B(z)	B(adr)	M(x)	M(y)	M(z)	M(adr)	N(x)	N(y)	N(z)	N(adr)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(Ohm)	Var(%)	Rho-a(Ohm-m)	Cycles	IP Delay Window(mV/V)	Pint(V)	Pext(V)	T int(deg C)	T log(deg C)	Latitude	Longitude
2026-08-14 12:11:11	359	627	1	7.5	0	0	0	7.5	1.5	0	0	7.5	0.5	0	0	7.5	1	0	0	7.5	0.75	0.259		24.3274	380.726	13.889	0	570.921	0.224176	1793.6	1		0.0708984	12.1236	48.6935	0	54.7664	-1.57016	
2026-08-14 12:11:39	364	628	1	2	0	0	0	3.5	1.5	0	0	2.5	0.5	0	0	3	1	0	0	2.75	0.75	0.367		35.9822	253.792	10.6345	0	295.548	0.301627	1313.09	1		0.0708984	12.1148	48.6935	0	54.7664	-1.57015	
2026-08-14 12:07:59	328	629	2	0	0	0	0	7.5	0	0	0	1	0	0	0	1.5	0	0	0	2.5	0	0.478		21.8282	422.775	3.10504	0	142.249	0.257691	2582.03	1		0.0708984	12.1679	49.733	0	54.7665	-1.57021	
2026-08-14 12:09:57	346	630	1	1	0	0	0	1	1.5	0	0	1	0.5	0	0	1	1	0	0	1	0.75	0.259		31.955	286.887	10.5107	0	328.923	0.379211	1033.34	1		0.0708984	12.1236	49.0833	0	54.7664	-1.57019	
2026-08-14 12:11:45	365	631	1	2.5	0	0	0	4	1.5	0	0	3	0.5	0	0	3.5	1	0	0	3.25	0.75	0.367		32.6688	275.715	9.04413	0	276.843	0.292211	1229.98	1		0.0797607	12.1148	48.5635	0	54.7664	-1.57015	
2026-08-14 12:11:51	366	632	1	3	0	0	0	4.5	1.5	0	0	3.5	0.5	0	0	4	1	0	0	3.75	0.75	0.367		38.4507	237.267	10.2328	0	266.128	0.294522	1182.38	1		0.0708984	12.1236	48.5635	0	54.7664	-1.57015	
2026-08-14 12:08:23	331	633	1	0	0	0	0	7.5	0	0	0	6.5	0	0	0	7	0	0	0	5.25	0	0.262		21.716	420.714	8.53836	0	393.183	0.269117	2443.59	1		0.0708984	12.1325	49.733	0	54.7665	-1.57021	
2026-08-14 12:11:56	367	634	1	3.5	0	0	0	5	1.5	0	0	4	0.5	0	0	4.5	1	0	0	4.25	0.75	0.367		32.4859	281.058	8.5686	0	263.763	0.304436	1171.87	1		0.0708984	12.1148	48.5635	0	54.7664	-1.57015	
2026-08-14 12:13:28	383	635	1	5	1.5	0	0	6.5	0	0	0	5.5	1	0	0	6	0.5	0	0	5.75	0.75	0.367		30.3118	302.385	10.3827	0	342.53	0.268975	1521.82	1		0.0708984	12.1148	48.3036	0	54.7664	-1.57018	
2026-08-14 12:12:19	371	636	1	5.5	0	0	0	7	1.5	0	0	6	0.5	0	0	6.5	1	0	0	6.25	0.75	0.367		27.4224	333.707	8.29101	0	302.344	0.24764	1343.28	1		0.0708984	12.1148	48.4336	0	54.7664	-1.57016	
2026-08-14 12:12:25	372	637	1	6	0	0	0	7.5	1.5	0	0	6.5	0.5	0	0	7	1	0	0	6.75	0.75	0.367		28.4365	319.8	8.90948	0	313.312	0.249853	1392.01	1		0.0708984	12.1148	48.4336	0	54.7664	-1.57017	
2026-08-14 12:12:31	373	638	1	0	1.5	0	0	1.5	0	0	0	0.5	1	0	0	1	0.5	0	0	0.75	0.75	0.367		28.7414	316.838	7.30481	0	254.156	0.282566	1129.19	1		0.0797607	12.1148	48.4336	0	54.7664	-1.57017	
