Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	A(adr)	B(x)	B(y)	B(z)	B(adr)	M(x)	M(y)	M(z)	M(adr)	N(x)	N(y)	N(z)	N(adr)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(Ohm)	Var(%)	Rho-a(Ohm-m)	Cycles	IP Delay Window(mV/V)	Pint(V)	Pext(V)	T int(deg C)	T log(deg C)	Latitude	Longitude
2026-08-14 12:16:50	411	712	1	0	0	0	0	7.5	0	0	0	2.5	0	0	0	3	0	0	0	3.25	0	1.19		21.7056	422.272	0.507621	0	23.3866	0.184896	1653.1	1		0.0708984	12.0705	48.9533	0	54.7664	-1.57019	
2026-08-14 12:18:20	426	713	1	0	0	0	0	0	1.5	0	0	0	0.5	0	0	0	1	0	0	0	0.75	0.259		27.1279	341.771	7.61515	0	280.713	0.294364	881.885	1		0.0708984	12.1148	48.4336	0	54.7664	-1.57019	
2026-08-14 12:17:56	422	714	3	0	1.5	0	0	7.5	1.5	0	0	1.5	1.5	0	0	2	1.5	0	0	2.75	1.5	0.706		31.2262	290.64	0.787166	0	25.2085	0.259921	871.143	1		0.0708984	12.1148	48.4336	0	54.7664	-1.57017	
2026-08-14 12:17:37	419	715	4	0	1	0	0	7.5	1	0	0	4	1	0	0	4.5	1	0	0	4	1	1.366		24.5042	373.854	0.400824	0	16.3573	0.13926	1363.14	1		0.0708984	12.0439	48.6935	0	54.7664	-1.57018	
2026-08-14 12:17:37	419	716	3	0	1	0	0	7.5	1	0	0	3.5	1	0	0	4	1	0	0	3.75	1	1.431		24.5042	373.854	0.411566	0	16.7957	0.175415	1477.43	1		0.0708984	12.0439	48.6935	0	54.7664	-1.57018	
2026-08-14 12:17:06	414	717	3	0	0.5	0	0	7.5	0.5	0	0	1.5	0.5	0	0	2	0.5	0	0	2.75	0.5	0.706		27.72	328.848	1.20354	0	43.4177	0.30264	1500.41	1		0.0708984	12.1236	48.8234	0	54.7664	-1.57019	
2026-08-14 12:16:39	410	718	1	0	0	0	0	7.5	0	0	0	0.5	0	0	0	1	0	0	0	2.25	0	0.262		21.8243	424.533	9.2835	0	425.374	0.35731	2643.65	1		0.0708984	12.1591	48.8234	0	54.7664	-1.57018	
2026-08-14 12:17:18	416	719	3	0	0.5	0	0	7.5	0.5	0	0	5.5	0.5	0	0	6	0.5	0	0	4.75	0.5	0.706		27.7832	328.703	1.50658	0	54.2262	0.23002	1873.92	1		0.0708984	12.1148	48.5635	0	54.7664	-1.57019	
2026-08-14 12:18:07	424	720	1	0	1.5	0	0	7.5	1.5	0	0	4.5	1.5	0	0	5	1.5	0	0	4.25	1.5	1.19		31.2225	288.51	0.553685	0	17.7335	0.133908	1253.51	1		0.0708984	12.035	48.4336	0	54.7664	-1.57018	
2026-08-14 12:17:44	420	721	2	0	1	0	0	7.5	1	0	0	5	1	0	0	5.5	1	0	0	4.5	1	0.951		24.507	373.155	0.552209	0	22.5327	0.0604424	1197.96	1		0.0708984	12.1148	48.4336	0	54.7664	-1.57018	
2026-08-14 12:17:18	416	722	2	0	0.5	0	0	7.5	0.5	0	0	5	0.5	0	0	5.5	0.5	0	0	4.5	0.5	0.951		27.7832	328.703	0.989449	0	35.6132	0.0830611	1893.39	1		0.0708984	12.1148	48.5635	0	54.7664	-1.57019	
2026-08-14 12:18:02	423	723	4	0	1.5	0	0	7.5	1.5	0	0	4	1.5	0	0	4.5	1.5	0	0	4	1.5	1.366		31.225	289.614	0.450935	0	14.4415	0.274068	1203.48	1		0.0708984	12.035	48.4336	0	54.7664	-1.57018	
2026-08-14 12:17:18	416	724	4	0	0.5	0	0	7.5	0.5	0	0	6	0.5	0	0	6.5	0.5	0	0	5	0.5	0.478		27.7832	328.703	3.60255	0	129.667	0.146108	2353.63	1		0.0708984	12.1148	48.5635	0	54.7664	-1.57019	
2026-08-14 12:17:25	417	725	1	0	0.5	0	0	7.5	0.5	0	0	6.5	0.5	0	0	7	0.5	0	0	5.25	0.5	0.262		27.7813	328.885	6.87125	0	247.334	0.259186	1537.15	1		0.0708984	12.1148	48.5635	0	54.7664	-1.57019	
2026-08-14 12:18:07	424	726	2	0	1.5	0	0	7.5	1.5	0	0	5	1.5	0	0	5.5	1.5	0	0	4.5	1.5	0.951		31.2225	288.51	0.501862	0	16.0737	0.172801	854.566	1		0.0708984	12.035	48.4336	0	54.7664	-1.57018	
2026-08-14 12:17:11	415	727	3	0	0.5	0	0	7.5	0.5	0	0	3.5	0.5	0	0	4	0.5	0	0	3.75	0.5	1.431		27.6625	327.537	0.481635	0	17.4112	0.130274	1531.56	1		0.0708984	12.0439	48.6935	0	54.7664	-1.57019	
2026-08-14 12:17:30	418	728	1	0	1	0	0	7.5	1	0	0	0.5	1	0	0	1	1	0	0	2.25	1	0.262		24.5073	373.988	2.50007	0	102.013	0.269293	634	1		0.0708984	12.1148	48.6935	0	54.7664	-1.57019	
2026-08-14 12:17:37	419	729	1	0	1	0	0	7.5	1	0	0	2.5	1	0	0	3	1	0	0	3.25	1	1.19		24.5042	373.854	0.506945	0	20.6881	0.14431	1462.35	1		0.0708984	12.0439	48.6935	0	54.7664	-1.57018	
2026-08-14 12:17:44	420	730	4	0	1	0	0	7.5	1	0	0	6	1	0	0	6.5	1	0	0	5	1	0.478		24.507	373.155	1.95263	0	79.6761	0.143747	1446.24	1		0.0708984	12.1148	48.4336	0	54.7664	-1.57018	
2026-08-14 12:17:56	422	731	1	0	1.5	0	0	7.5	1.5	0	0	0.5	1.5	0	0	1	1.5	0	0	2.25	1.5	0.262		31.2262	290.64	2.59542	0	83.1165	0.317305	516.56	1		0.0708984	12.1148	48.4336	0	54.7664	-1.57017	
2026-08-14 12:17:11	415	732	2	0	0.5	0	0	7.5	0.5	0	0	3	0.5	0	0	3.5	0.5	0	0	3.5	0.5	1.366		27.6625	327.537	0.568192	0	20.5402	0.250437	1711.71	1		0.0708984	12.0439	48.6935	0	54.7664	-1.57019	
2026-08-14 12:17:56	422	733	2	0	1.5	0	0	7.5	1.5	0	0	1	1.5	0	0	1.5	1.5	0	0	2.5	1.5	0.478		31.2262	290.64	1.44104	0	46.1483	0.284824	837.657	1		0.0708984	12.1148	48.4336	0	54.7664	-1.57017	
2026-08-14 12:17:11	415	734	4	0	0.5	0	0	7.5	0.5	0	0	4	0.5	0	0	4.5	0.5	0	0	4	0.5	1.366		27.6625	327.537	0.502621	0	18.1698	0.30586	1514.18	1		0.0708984	12.0439	48.6935	0	54.7664	-1.57019	
