Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	A(adr)	B(x)	B(y)	B(z)	B(adr)	M(x)	M(y)	M(z)	M(adr)	N(x)	N(y)	N(z)	N(adr)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(Ohm)	Var(%)	Rho-a(Ohm-m)	Cycles	IP Delay Window(mV/V)	Pint(V)	Pext(V)	T int(deg C)	T log(deg C)	Latitude	Longitude
2026-07-30 14:43:54	841	2059	1	13	0.5	0	0	13.5	0.5	0	0	0	0.5	0	0	15.5	0.5	0	0	10.5	0.5	0.874		21.3082	432.887	0.116785	0	5.48077	3.29686	334.827	1		0.0177246	12.2743	42.586	0	54.7665	-1.56998	
2026-07-30 14:43:49	840	2060	1	12	0.5	0	0	12.5	0.5	0	0	0	0.5	0	0	15.5	0.5	0	0	10	0.5	1.309		23.0085	399.568	0.0482594	0	2.09746	8.67337	258.648	1		0.0177246	12.2743	42.7159	0	54.7665	-1.56999	
2026-07-30 14:43:37	838	2061	1	5	0.5	0	0	5.5	0.5	0	0	0	0.5	0	0	15.5	0.5	0	0	6.5	0.5	2.274		31.3089	292.014	0.0693882	0	2.21625	7.84039	606.924	1		0.0177246	12.2832	42.7159	0	54.7665	-1.57	
2026-07-30 14:43:31	837	2062	1	3	0.5	0	0	3.5	0.5	0	0	0	0.5	0	0	15.5	0.5	0	0	5.5	0.5	1.309		26.5424	345.022	0.218812	0	8.24387	3.15204	1016.59	1		0.0177246	12.2743	42.8459	0	54.7665	-1.57	
2026-07-30 14:43:20	835	2063	1	12.5	0	0	0	13	0	0	0	0	0	0	0	15.5	0	0	0	10.25	0	1.087		28.4033	323.975	0.0874593	0	3.0792	3.29321	277.404	1		0.0177246	12.2743	42.9758	0	54.7665	-1.57	
2026-07-30 14:43:14	834	2064	1	12	0	0	0	12.5	0	0	0	0	0	0	0	15.5	0	0	0	10	0	1.309		28.8271	318.087	0.054106	0	1.87691	6.02416	231.451	1		0.0177246	12.2832	43.1058	0	54.7665	-1.57	
2026-07-30 14:43:08	833	2065	1	7.5	0	0	0	8	0	0	0	0	0	0	0	15.5	0	0	0	7.75	0	2.967		44.9648	205.41	0.0288872	0	0.642441	13.8347	242.195	1		0.0177246	12.2832	42.9758	0	54.7665	-1.57	
2026-07-30 14:43:02	832	2066	1	5	0	0	0	5.5	0	0	0	0	0	0	0	15.5	0	0	0	6.5	0	2.274		29.4345	308.517	0.075209	0	2.55513	5.85271	699.728	1		0.0177246	12.2743	43.2357	0	54.7665	-1.57001	
2026-07-30 14:42:51	830	2067	1	3	0	0	0	3.5	0	0	0	0	0	0	0	15.5	0	0	0	5.5	0	1.309		29.675	308.789	0.253096	0	8.52895	2.38192	1051.75	1		0.0177246	12.2743	43.3657	0	54.7665	-1.57002	
2026-07-30 14:42:40	828	2068	1	0	0.5	0	0	15.5	0.5	0	0	14.5	0.5	0	0	15	0.5	0	0	11.25	0.5	0.26		30.0459	303.212	2.29439	0	76.3627	0.301072	478.701	1		0.0177246	12.2654	43.4956	0	54.7665	-1.57002	
2026-07-30 14:42:32	827	2069	4	0	0.5	0	0	15.5	0.5	0	0	14	0.5	0	0	14.5	0.5	0	0	11	0.5	0.466		29.8664	301.278	0.507973	0	17.0082	0.0801988	318.245	1		0.0177246	12.2743	43.6256	0	54.7665	-1.57002	
2026-07-30 14:42:32	827	2070	2	0	0.5	0	0	15.5	0.5	0	0	13	0.5	0	0	13.5	0.5	0	0	10.5	0.5	0.874		29.8664	301.278	0.164066	0	5.49334	0.106776	335.596	1		0.0177246	12.2743	43.6256	0	54.7665	-1.57002	
2026-07-30 14:42:32	827	2071	1	0	0.5	0	0	15.5	0.5	0	0	12.5	0.5	0	0	13	0.5	0	0	10.25	0.5	1.087		29.8664	301.278	0.0909503	0	3.04524	0.165941	274.345	1		0.0177246	12.2743	43.6256	0	54.7665	-1.57002	
2026-07-30 14:42:27	826	2072	4	0	0.5	0	0	15.5	0.5	0	0	12	0.5	0	0	12.5	0.5	0	0	10	0.5	1.309		29.861	302.194	0.0626914	0	2.09944	0.205776	258.892	1		0.0177246	12.2743	43.7555	0	54.7665	-1.57002	
2026-07-30 14:42:14	824	2073	3	0	0.5	0	0	15.5	0.5	0	0	7.5	0.5	0	0	8	0.5	0	0	7.75	0.5	2.967		29.8055	302.162	0.0162369	0	0.544763	0.361888	205.371	1		0.0177246	12.2743	43.8855	0	54.7665	-1.57003	
2026-07-30 14:43:43	839	2074	1	6.5	0.5	0	0	7	0.5	0	0	0	0.5	0	0	15.5	0.5	0	0	7.25	0.5	2.843		22.3416	414.83	0.0294554	0	1.31841	14.972	472.688	1		0.0177246	12.2832	42.7159	0	54.7665	-1.56999	
2026-07-30 14:42:14	824	2075	4	0	0.5	0	0	15.5	0.5	0	0	8	0.5	0	0	8.5	0.5	0	0	8	0.5	2.935		29.8055	302.162	0.0171004	0	0.573733	0.510431	213.6	1		0.0177246	12.2743	43.8855	0	54.7665	-1.57003	
2026-07-30 14:41:36	818	2076	2	0	0	0	0	15.5	0	0	0	11	0	0	0	11.5	0	0	0	9.5	0	1.783		35.2941	254.298	0.0369155	0	1.04594	0.00978551	207.115	1		0.0177246	12.2743	44.4052	0	54.7664	-1.57001	
2026-07-30 14:42:27	826	2077	1	0	0.5	0	0	15.5	0.5	0	0	10.5	0.5	0	0	11	0.5	0	0	9.25	0.5	2.03		29.861	302.194	0.0268433	0	0.898941	0.720421	212.729	1		0.0177246	12.2743	43.7555	0	54.7665	-1.57002	
2026-07-30 14:41:30	817	2078	2	0	0	0	0	15.5	0	0	0	9	0	0	0	9.5	0	0	0	8.5	0	2.694		35.3529	255.041	0.0221898	0	0.627666	0.191335	211.252	1		0.0088623	12.2034	44.5352	0	54.7664	-1.57001	
2026-07-30 14:41:30	817	2079	1	0	0	0	0	15.5	0	0	0	8.5	0	0	0	9	0	0	0	8.25	0	2.843		35.3529	255.041	0.0223001	0	0.630787	0.185644	226.155	1		0.0088623	12.2034	44.5352	0	54.7664	-1.57001	
2026-07-30 14:41:42	819	2080	1	0	0	0	0	15.5	0	0	0	12.5	0	0	0	13	0	0	0	10.25	0	1.087		35.5339	255.968	0.109568	0	3.08348	0.130955	277.79	1		0.0177246	12.1857	44.2753	0	54.7664	-1.57001	
2026-07-30 14:41:24	816	2081	4	0	0	0	0	15.5	0	0	0	8	0	0	0	8.5	0	0	0	8	0	2.935		35.5339	256.332	0.0222795	0	0.626993	0.0983811	233.428	1		0.0088623	12.2034	44.5352	0	54.7664	-1.57	
2026-07-30 14:41:54	821	2082	3	0	0.5	0	0	15.5	0.5	0	0	1.5	0.5	0	0	2	0.5	0	0	4.75	0.5	0.668		29.9282	304.878	0.738205	0	24.6658	0.282533	915.351	1		0.0177246	12.2743	44.1454	0	54.7664	-1.57002	
2026-07-30 14:41:30	817	2083	3	0	0	0	0	15.5	0	0	0	9.5	0	0	0	10	0	0	0	8.75	0	2.5		35.3529	255.041	0.0253694	0	0.717605	0.275366	220.863	1		0.0088623	12.2034	44.5352	0	54.7664	-1.57001	
2026-07-30 14:41:24	816	2084	3	0	0	0	0	15.5	0	0	0	7.5	0	0	0	8	0	0	0	7.75	0	2.967		35.5339	256.332	0.0220356	0	0.620129	4.30603	233.783	1		0.0088623	12.2034	44.5352	0	54.7664	-1.57	
2026-07-30 14:42:09	823	2085	2	0	0.5	0	0	15.5	0.5	0	0	5	0.5	0	0	5.5	0.5	0	0	6.5	0.5	2.274		29.9822	304.863	0.0663893	0	2.21429	0.380714	606.389	1		0.0177246	12.2034	43.8855	0	54.7664	-1.57003	
2026-07-30 14:41:18	815	2086	3	0	0	0	0	15.5	0	0	0	5.5	0	0	0	6	0	0	0	6.75	0	2.5		35.3502	254.77	0.0759472	0	2.14842	0.144049	661.237	1		0.0177246	12.292	44.7951	0	54.7664	-1.57001	
2026-07-30 14:41:18	815	2087	2	0	0	0	0	15.5	0	0	0	5	0	0	0	5.5	0	0	0	6.5	0	2.274		35.3502	254.77	0.090668	0	2.56485	0.17917	702.389	1		0.0177246	12.292	44.7951	0	54.7664	-1.57001	
2026-07-30 14:41:42	819	2088	3	0	0	0	0	15.5	0	0	0	13.5	0	0	0	14	0	0	0	10.75	0	0.668		35.5339	255.968	0.394843	0	11.1117	0.0926639	412.357	1		0.0177246	12.1857	44.2753	0	54.7664	-1.57001	
2026-07-30 14:43:25	836	2089	1	14.5	0	0	0	15	0	0	0	0	0	0	0	15.5	0	0	0	11.25	0	0.26		29.3132	311.808	1.31287	0	44.7877	0.596641	280.764	1		0.0177246	12.2832	42.9758	0	54.7665	-1.57	
2026-07-30 14:41:12	814	2090	4	0	0	0	0	15.5	0	0	0	4	0	0	0	4.5	0	0	0	6	0	1.783		35.533	256.682	0.166252	0	4.6788	0.132349	926.488	1		0.0088623	12.3009	44.7951	0	54.7664	-1.57001	
2026-07-30 14:41:18	815	2091	4	0	0	0	0	15.5	0	0	0	6	0	0	0	6.5	0	0	0	7	0	2.694		35.3502	254.77	0.0640428	0	1.81167	0.104906	609.746	1		0.0177246	12.292	44.7951	0	54.7664	-1.57001	
