Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	A(adr)	B(x)	B(y)	B(z)	B(adr)	M(x)	M(y)	M(z)	M(adr)	N(x)	N(y)	N(z)	N(adr)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(Ohm)	Var(%)	Rho-a(Ohm-m)	Cycles	IP Delay Window(mV/V)	Pint(V)	Pext(V)	T int(deg C)	T log(deg C)	Latitude	Longitude
2026-07-30 14:21:10	781	1915	1	13	0.5	0	0	13.5	0.5	0	0	0	0.5	0	0	15.5	0.5	0	0	10.5	0.5	0.874		21.4353	428.486	0.117002	0	5.45835	3.90195	333.458	1		0.0177246	12.3009	39.0775	0	54.7665	-1.56998	
2026-07-30 14:21:04	780	1916	1	12	0.5	0	0	12.5	0.5	0	0	0	0.5	0	0	15.5	0.5	0	0	10	0.5	1.309		23.1894	396.96	0.0484853	0	2.09084	10.243	257.831	1		0.0177246	12.3009	39.2074	0	54.7665	-1.56998	
2026-07-30 14:20:53	778	1917	1	5	0.5	0	0	5.5	0.5	0	0	0	0.5	0	0	15.5	0.5	0	0	6.5	0.5	2.274		31.4899	290.618	0.0694838	0	2.20655	9.04715	604.267	1		0.0177246	12.292	39.2074	0	54.7665	-1.56998	
2026-07-30 14:20:48	777	1918	1	3	0.5	0	0	3.5	0.5	0	0	0	0.5	0	0	15.5	0.5	0	0	5.5	0.5	1.309		26.7217	343.564	0.218334	0	8.17068	3.62587	1007.57	1		0.0177246	12.3009	39.2074	0	54.7665	-1.56999	
2026-07-30 14:20:36	775	1919	1	12.5	0	0	0	13	0	0	0	0	0	0	0	15.5	0	0	0	10.25	0	1.087		28.6455	322.558	0.0878878	0	3.06812	4.7947	276.406	1		0.0177246	12.292	39.3374	0	54.7665	-1.56999	
2026-07-30 14:20:31	774	1920	1	12	0	0	0	12.5	0	0	0	0	0	0	0	15.5	0	0	0	10	0	1.309		28.9522	315.489	0.054537	0	1.88369	8.71625	232.287	1		0.0177246	12.3009	39.3374	0	54.7665	-1.56999	
2026-07-30 14:20:25	773	1921	1	7.5	0	0	0	8	0	0	0	0	0	0	0	15.5	0	0	0	7.75	0	2.967		32.4518	279.23	0.0201915	0	0.622199	26.1547	234.563	1		0.0088623	12.3009	39.3374	0	54.7665	-1.56999	
2026-07-30 14:20:20	772	1922	1	5	0	0	0	5.5	0	0	0	0	0	0	0	15.5	0	0	0	6.5	0	2.274		29.6144	306.178	0.0756323	0	2.5539	8.17917	699.391	1		0.0177246	12.292	39.3374	0	54.7665	-1.56999	
2026-07-30 14:20:08	770	1923	1	3	0	0	0	3.5	0	0	0	0	0	0	0	15.5	0	0	0	5.5	0	1.309		30.0347	308.251	0.257751	0	8.58176	3.35289	1058.26	1		0.0177246	12.3009	39.3374	0	54.7665	-1.56999	
2026-07-30 14:19:57	768	1924	1	0	0.5	0	0	15.5	0.5	0	0	14.5	0.5	0	0	15	0.5	0	0	11.25	0.5	0.26		25.5726	357.278	1.95489	0	76.4448	0.324713	479.215	1		0.0177246	12.292	39.4673	0	54.7665	-1.56998	
2026-07-30 14:19:50	767	1925	4	0	0.5	0	0	15.5	0.5	0	0	14	0.5	0	0	14.5	0.5	0	0	11	0.5	0.466		25.5072	356.214	0.433654	0	17.0013	0.017509	318.116	1		0.0177246	12.23	39.4673	0	54.7665	-1.56997	
2026-07-30 14:19:50	767	1926	2	0	0.5	0	0	15.5	0.5	0	0	13	0.5	0	0	13.5	0.5	0	0	10.5	0.5	0.874		25.5072	356.214	0.139972	0	5.48754	0.499897	335.241	1		0.0177246	12.23	39.4673	0	54.7665	-1.56997	
2026-07-30 14:19:50	767	1927	1	0	0.5	0	0	15.5	0.5	0	0	12.5	0.5	0	0	13	0.5	0	0	10.25	0.5	1.087		25.5072	356.214	0.0776694	0	3.045	0.844662	274.324	1		0.0177246	12.23	39.4673	0	54.7665	-1.56997	
